,Agent_Age,Agent_Rating,Order_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,wait_time,order_hour,pickup_hour,day_of_week,is_weekend
36508,38,4.4,20.916666666666668,3,1,0,0,180,6,-27417600.0,0,0,3,0
36509,23,4.7,18.25,3,0,1,1,75,5,-27449280.0,0,0,4,0
36510,34,4.7,22.0,1,3,0,0,140,0,-27482400.0,0,0,6,1
36511,25,4.3,13.25,0,3,0,0,170,4,-27434880.0,0,0,1,0
36512,21,4.5,22.5,4,1,0,0,65,8,-27413280.0,0,0,0,0
36513,22,4.6,10.916666666666666,1,3,0,0,50,3,-27446400.0,0,0,2,0
36514,32,4.5,21.916666666666668,4,0,2,3,230,5,-27439200.0,0,0,4,0
36515,31,4.3,23.333333333333332,1,1,1,0,210,0,-27444960.0,0,0,1,0
36516,28,4.9,13.5,2,3,0,0,135,8,-27440640.0,0,0,5,1
36517,30,5.0,11.333333333333334,0,3,1,0,150,7,-27452160.0,0,0,6,1
36518,24,4.3,11.333333333333334,5,2,0,0,220,3,-27463680.0,0,0,0,0
36519,27,4.9,21.666666666666668,5,1,0,3,115,6,-27468000.0,0,0,3,0
36520,28,4.6,20.75,1,3,0,3,155,9,-27469440.0,0,0,4,0
36521,26,4.7,20.666666666666668,4,3,0,0,165,11,-27452160.0,0,0,6,1
36522,37,4.4,19.25,0,3,0,3,200,2,-27408960.0,0,0,4,0
36523,33,4.5,10.0,0,2,1,1,150,1,-27473760.0,0,0,0,0
36524,28,4.8,19.25,4,3,1,3,195,9,-27419040.0,0,0,4,0
36525,34,4.4,21.0,5,2,0,0,165,13,-27475200.0,0,0,1,0
36527,20,4.9,23.916666666666668,3,1,1,0,65,1,-27462240.0,0,0,6,1
36528,27,4.8,19.416666666666668,1,1,0,0,20,12,-27475200.0,0,0,1,0
36529,33,4.6,20.916666666666668,0,0,1,0,190,13,-27442080.0,0,0,6,1
36530,25,4.6,16.333333333333332,1,1,2,0,145,11,-27443520.0,0,0,0,0
36531,24,5.0,23.583333333333332,4,0,0,3,120,6,-27444960.0,0,0,1,0
36532,28,4.9,18.833333333333332,1,2,0,0,145,6,-27442080.0,0,0,6,1
36533,29,4.8,19.0,3,0,0,3,85,15,-27473760.0,0,0,0,0
36534,37,4.9,11.75,0,1,0,0,130,12,-27482400.0,0,0,6,1
36535,27,5.0,23.75,0,3,0,0,90,3,-27416160.0,0,0,2,0
36536,20,5.0,20.833333333333332,3,0,0,0,145,6,-27434880.0,0,0,1,0
36537,39,4.6,11.166666666666666,2,1,2,0,130,10,-27434880.0,0,0,1,0
36538,27,4.6,17.166666666666668,1,2,0,0,145,13,-27410400.0,0,0,5,1
36539,26,4.9,13.25,2,2,1,3,90,6,-27476640.0,0,0,2,0
36540,20,4.8,20.416666666666668,2,1,0,0,205,1,-27480960.0,0,0,5,1
36541,29,4.8,20.666666666666668,5,3,0,0,95,13,-27410400.0,0,0,5,1
36542,32,4.8,13.0,0,0,0,0,90,15,-27440640.0,0,0,5,1
36543,38,4.6,22.25,0,2,0,3,145,10,-27475200.0,0,0,1,0
36544,29,4.4,22.166666666666668,5,1,0,3,140,11,-27468000.0,0,0,3,0
36545,27,4.9,22.25,0,3,0,0,75,12,-27436320.0,0,0,2,0
36546,30,4.9,20.666666666666668,3,0,0,0,49,15,-27472320.0,0,0,6,1
36547,25,4.7,20.333333333333332,1,3,1,3,50,15,-27436320.0,0,0,2,0
36548,25,4.5,19.75,1,1,0,0,150,13,-27449280.0,0,0,4,0
36549,35,4.3,13.166666666666666,0,1,0,3,155,10,-27470880.0,0,0,5,1
36550,28,4.8,8.666666666666666,0,0,1,0,60,13,-27479520.0,0,0,4,0
36552,31,4.3,18.916666666666668,3,3,0,0,175,13,-27463680.0,0,0,0,0
36553,36,4.9,11.916666666666666,4,1,1,0,150,7,-27452160.0,0,0,6,1
36554,27,5.0,17.916666666666668,4,3,1,3,120,2,-27434880.0,0,0,1,0
36555,20,4.8,20.416666666666668,2,2,0,0,140,7,-27460800.0,0,0,5,1
36556,23,4.6,22.0,2,1,0,3,80,14,-27483840.0,0,0,0,0
36557,30,4.5,23.0,1,3,0,1,105,8,-27419040.0,0,0,4,0
36558,34,4.7,22.666666666666668,1,3,0,3,95,11,-27436320.0,0,0,2,0
36559,22,4.8,23.75,1,3,1,0,60,2,-27447840.0,0,0,3,0
36560,33,4.9,11.333333333333334,0,3,1,0,135,6,-27443520.0,0,0,0,0
36561,24,4.5,14.666666666666666,2,1,1,0,95,14,-27485280.0,0,0,1,0
36562,23,4.8,17.666666666666668,1,3,1,0,160,4,-27453600.0,0,0,0,0
36563,23,4.9,8.916666666666666,5,1,1,0,60,0,-27443520.0,0,0,0,0
36564,37,4.7,8.25,4,1,1,3,115,7,-27414720.0,0,0,1,0
36565,20,4.7,23.166666666666668,4,3,0,0,70,10,-27449280.0,0,0,4,0
36566,22,4.5,22.833333333333332,0,2,0,0,100,11,-27459360.0,0,0,4,0
36567,21,4.9,21.666666666666668,2,1,1,3,80,10,-27478080.0,0,0,3,0
36568,30,4.4,20.583333333333332,0,1,0,0,235,15,-27483840.0,0,0,0,0
36572,24,4.9,20.333333333333332,4,3,1,0,145,3,-27453600.0,0,0,0,0
36574,25,4.9,19.166666666666668,4,1,1,3,125,1,-27443520.0,0,0,0,0
36575,33,4.9,22.75,0,1,1,0,115,8,-27479520.0,0,0,4,0
36576,32,4.6,9.583333333333334,5,2,1,0,100,1,-27455040.0,0,0,1,0
36578,26,4.7,21.666666666666668,3,2,1,0,60,7,-27480960.0,0,0,5,1
36579,36,4.9,20.0,3,3,2,0,245,9,-27475200.0,0,0,1,0
36580,21,4.8,14.25,3,2,0,3,29,14,-27463680.0,0,0,0,0
36581,36,4.8,21.333333333333332,4,2,0,0,140,1,-27476640.0,0,0,2,0
36582,29,4.5,0.0,5,1,0,3,95,4,-27419040.0,0,0,4,0
36583,30,4.6,17.333333333333332,5,2,0,0,90,7,-27446400.0,0,0,2,0
36584,37,4.6,11.0,3,1,0,0,120,10,-27457920.0,0,0,3,0
36585,20,4.9,20.25,1,1,0,0,20,9,-27444960.0,0,0,1,0
36587,35,4.7,12.0,4,2,0,3,195,4,-27443520.0,0,0,0,0
36588,24,4.5,21.5,1,1,1,0,140,1,-27453600.0,0,0,0,0
36589,29,4.1,20.916666666666668,0,1,1,0,165,9,-27475200.0,0,0,1,0
36590,29,4.6,23.916666666666668,5,1,0,0,100,15,-27478080.0,0,0,3,0
36591,29,4.6,23.416666666666668,5,1,0,1,140,3,-27436320.0,0,0,2,0
36592,21,4.9,0.0,2,2,1,3,65,12,-27443520.0,0,0,0,0
36593,39,5.0,9.25,3,2,0,0,140,2,-27457920.0,0,0,3,0
36594,36,4.9,11.25,4,1,2,3,205,4,-27455040.0,0,0,1,0
36595,23,4.7,13.166666666666666,4,3,1,0,75,2,-27449280.0,0,0,4,0
36596,27,4.6,22.833333333333332,0,3,1,0,85,12,-27475200.0,0,0,1,0
36597,37,4.9,21.333333333333332,4,2,1,1,140,7,-27450720.0,0,0,5,1
36598,20,4.5,21.583333333333332,3,2,1,0,135,3,-27483840.0,0,0,0,0
36599,33,3.8,23.916666666666668,2,3,1,0,165,11,-27483840.0,0,0,0,0
36600,33,4.5,9.25,2,0,0,3,110,4,-27440640.0,0,0,5,1
36601,35,4.7,17.666666666666668,5,1,0,0,135,4,-27479520.0,0,0,4,0
36602,37,4.6,16.75,4,0,0,0,155,5,-27434880.0,0,0,1,0
36603,39,4.7,17.833333333333332,5,0,2,3,145,6,-27456480.0,0,0,2,0
36604,25,4.3,20.5,3,1,0,3,190,14,-27453600.0,0,0,0,0
36605,28,4.8,19.0,4,1,1,0,180,2,-27478080.0,0,0,3,0
36606,23,4.7,22.0,4,1,2,0,200,5,-27478080.0,0,0,3,0
36607,37,4.6,21.166666666666668,1,3,1,0,265,1,-27462240.0,0,0,6,1
36608,21,4.6,23.75,2,2,1,3,110,3,-27475200.0,0,0,1,0
36609,24,4.8,19.833333333333332,0,1,1,3,170,8,-27444960.0,0,0,1,0
36610,37,4.9,9.75,4,2,0,0,115,12,-27476640.0,0,0,2,0
36611,35,4.3,21.25,0,1,0,3,51,4,-27447840.0,0,0,3,0
36612,32,4.0,20.583333333333332,3,2,1,0,31,9,-27473760.0,0,0,0,0
36613,28,4.6,11.0,5,3,0,3,85,6,-27468000.0,0,0,3,0
36614,20,4.8,21.583333333333332,4,1,0,0,50,14,-27479520.0,0,0,4,0
36615,27,4.9,18.5,5,3,0,0,90,7,-27434880.0,0,0,1,0
36616,34,5.0,19.333333333333332,3,2,0,3,115,4,-27411840.0,0,0,6,1
36617,28,4.7,14.583333333333334,1,3,0,0,55,13,-27455040.0,0,0,1,0
36618,26,4.6,20.416666666666668,0,2,2,3,145,6,-27482400.0,0,0,6,1
36619,39,4.9,14.416666666666666,3,2,1,0,190,14,-27434880.0,0,0,1,0
36621,22,4.7,17.166666666666668,5,3,2,0,95,14,-27455040.0,0,0,1,0
36622,23,5.0,22.333333333333332,5,2,0,0,145,13,-27444960.0,0,0,1,0
36623,21,4.3,22.0,5,2,0,0,165,3,-27450720.0,0,0,5,1
36624,22,4.7,21.25,0,2,0,0,21,7,-27419040.0,0,0,4,0
36625,23,4.9,8.75,1,0,2,0,95,1,-27434880.0,0,0,1,0
36626,32,4.7,9.333333333333334,2,2,0,3,105,1,-27446400.0,0,0,2,0
36627,35,4.3,10.0,5,2,1,0,170,6,-27455040.0,0,0,1,0
36628,24,4.3,22.416666666666668,0,0,1,0,75,14,-27440640.0,0,0,5,1
36629,35,4.8,15.25,2,2,1,0,130,4,-27485280.0,0,0,1,0
36630,36,4.6,17.25,0,2,0,3,150,0,-27459360.0,0,0,4,0
36632,32,4.5,23.666666666666668,5,2,0,0,135,10,-27468000.0,0,0,3,0
36633,33,4.3,20.0,5,3,1,0,225,11,-27439200.0,0,0,4,0
36634,22,4.7,21.666666666666668,4,3,0,1,16,10,-27447840.0,0,0,3,0
36635,24,4.9,10.583333333333334,5,3,0,0,85,5,-27468000.0,0,0,3,0
36636,36,4.8,18.75,5,3,1,0,175,3,-27478080.0,0,0,3,0
36637,32,4.7,21.916666666666668,5,2,0,3,130,2,-27469440.0,0,0,4,0
36638,23,4.7,11.75,0,2,0,0,70,13,-27479520.0,0,0,4,0
36639,35,4.6,17.0,1,2,1,0,90,9,-27476640.0,0,0,2,0
36641,20,5.0,18.0,3,3,1,0,17,9,-27450720.0,0,0,5,1
36642,24,4.9,12.333333333333334,3,3,0,0,55,9,-27470880.0,0,0,5,1
36643,36,4.7,11.416666666666666,1,2,0,0,185,5,-27470880.0,0,0,5,1
36644,39,4.5,10.5,0,1,1,0,120,7,-27455040.0,0,0,1,0
36645,25,4.3,23.75,2,3,0,0,110,3,-27417600.0,0,0,3,0
36646,32,5.0,17.583333333333332,5,2,2,3,41,15,-27413280.0,0,0,0,0
36648,25,4.6,19.416666666666668,4,2,0,3,125,9,-27478080.0,0,0,3,0
36649,31,5.0,21.916666666666668,3,2,0,3,140,7,-27468000.0,0,0,3,0
36650,27,4.6,22.166666666666668,1,1,1,1,70,1,-27439200.0,0,0,4,0
36651,27,4.7,18.25,1,1,0,0,65,2,-27457920.0,0,0,3,0
36652,30,4.5,8.583333333333334,1,1,1,0,105,11,-27460800.0,0,0,5,1
36653,33,5.0,15.333333333333334,5,3,0,0,125,1,-27414720.0,0,0,1,0
36654,22,4.7,21.5,1,1,1,0,125,2,-27473760.0,0,0,0,0
36655,38,4.5,22.416666666666668,4,3,0,0,95,1,-27457920.0,0,0,3,0
36656,34,4.8,21.166666666666668,5,1,1,3,210,11,-27473760.0,0,0,0,0
36657,39,4.6,23.916666666666668,2,1,0,0,90,11,-27482400.0,0,0,6,1
36658,27,4.7,10.666666666666666,1,3,0,0,55,11,-27452160.0,0,0,6,1
36659,29,4.8,23.5,0,0,0,0,125,0,-27410400.0,0,0,5,1
36660,21,5.0,21.833333333333332,3,3,0,0,100,5,-27473760.0,0,0,0,0
36661,27,4.6,19.166666666666668,2,3,0,0,190,4,-27473760.0,0,0,0,0
36662,20,4.4,8.916666666666666,5,2,0,0,120,2,-27473760.0,0,0,0,0
36663,37,4.4,17.833333333333332,0,2,1,1,35,6,-27439200.0,0,0,4,0
36664,24,4.5,21.583333333333332,0,3,0,0,75,7,-27416160.0,0,0,2,0
36665,39,4.7,17.333333333333332,4,1,0,0,165,6,-27447840.0,0,0,3,0
36666,30,3.5,20.0,3,2,0,0,190,4,-27478080.0,0,0,3,0
36667,27,4.9,21.833333333333332,4,1,1,3,80,10,-27440640.0,0,0,5,1
36668,20,5.0,22.833333333333332,3,2,0,0,80,3,-27440640.0,0,0,5,1
36669,28,4.6,11.0,3,2,1,0,90,5,-27485280.0,0,0,1,0
36671,37,4.9,23.166666666666668,0,1,2,0,130,3,-27466560.0,0,0,2,0
36672,36,4.7,14.416666666666666,4,3,0,0,140,13,-27476640.0,0,0,2,0
36673,28,4.7,17.916666666666668,2,2,0,0,145,11,-27457920.0,0,0,3,0
36674,32,4.9,22.25,4,1,0,0,145,2,-27466560.0,0,0,2,0
36675,36,4.6,19.583333333333332,0,2,0,0,90,0,-27446400.0,0,0,2,0
36676,20,4.7,17.0,1,1,0,0,17,5,-27440640.0,0,0,5,1
36677,35,4.6,8.5,2,1,0,0,90,4,-27452160.0,0,0,6,1
36678,39,5.0,11.416666666666666,5,3,1,0,160,0,-27482400.0,0,0,6,1
36680,37,4.8,19.0,4,0,1,0,95,4,-27443520.0,0,0,0,0
36683,25,4.8,11.333333333333334,1,0,0,0,100,4,-27485280.0,0,0,1,0
36684,37,4.7,20.5,1,1,1,2,100,7,-27442080.0,0,0,6,1
36685,34,4.3,18.5,3,1,1,0,165,4,-27480960.0,0,0,5,1
36686,22,4.8,18.166666666666668,0,1,0,0,140,1,-27456480.0,0,0,2,0
36687,25,5.0,21.25,4,0,0,0,160,11,-27419040.0,0,0,4,0
36688,31,4.2,22.166666666666668,2,3,0,0,195,13,-27447840.0,0,0,3,0
36689,21,4.6,8.416666666666666,2,0,1,3,55,6,-27434880.0,0,0,1,0
36690,39,4.6,16.75,3,1,0,0,150,1,-27443520.0,0,0,0,0
36693,22,4.6,19.75,4,2,1,1,85,3,-27440640.0,0,0,5,1
36694,28,4.8,18.833333333333332,0,3,2,0,215,12,-27459360.0,0,0,4,0
36695,31,4.9,19.583333333333332,2,3,1,0,210,4,-27469440.0,0,0,4,0
36696,24,4.8,18.666666666666668,5,2,0,0,60,15,-27449280.0,0,0,4,0
36697,31,4.6,10.75,3,2,0,0,130,7,-27470880.0,0,0,5,1
36698,34,4.9,19.25,3,2,1,0,210,13,-27437760.0,0,0,3,0
36699,37,4.9,18.75,0,2,0,3,145,13,-27446400.0,0,0,2,0
36700,36,4.8,9.0,3,3,0,3,145,14,-27440640.0,0,0,5,1
36702,20,4.6,18.166666666666668,0,2,0,0,85,11,-27460800.0,0,0,5,1
36703,29,4.8,23.5,3,0,1,3,100,6,-27413280.0,0,0,0,0
36704,30,4.7,18.166666666666668,5,1,1,0,95,4,-27443520.0,0,0,0,0
36705,36,5.0,22.666666666666668,4,3,1,0,125,8,-27469440.0,0,0,4,0
36706,35,4.9,17.5,5,3,0,3,120,2,-27462240.0,0,0,6,1
36707,23,4.9,10.25,0,1,1,3,105,0,-27485280.0,0,0,1,0
36708,29,4.9,22.583333333333332,4,2,0,0,90,10,-27482400.0,0,0,6,1
36709,24,4.6,13.583333333333334,0,2,1,0,130,3,-27408960.0,0,0,4,0
36710,39,5.0,13.25,0,3,0,0,165,12,-27455040.0,0,0,1,0
36711,31,5.0,23.5,0,1,0,0,140,4,-27475200.0,0,0,1,0
36712,36,4.8,9.916666666666666,0,2,0,3,90,13,-27452160.0,0,0,6,1
36713,21,4.8,20.166666666666668,3,2,0,0,120,14,-27475200.0,0,0,1,0
36715,31,4.3,19.75,5,1,2,0,210,10,-27462240.0,0,0,6,1
36716,39,4.6,18.0,0,2,1,1,135,7,-27442080.0,0,0,6,1
36717,32,5.0,21.5,5,1,0,0,235,3,-27469440.0,0,0,4,0
36718,37,4.7,19.25,5,0,0,3,145,15,-27408960.0,0,0,4,0
36719,32,4.9,22.833333333333332,0,3,0,3,135,9,-27452160.0,0,0,6,1
36720,37,4.9,10.666666666666666,3,1,1,0,130,10,-27440640.0,0,0,5,1
36721,29,4.4,19.833333333333332,4,0,1,3,180,6,-27442080.0,0,0,6,1
36722,33,4.9,11.583333333333334,5,1,0,0,125,3,-27482400.0,0,0,6,1
36723,26,4.8,12.416666666666666,0,2,0,0,110,3,-27417600.0,0,0,3,0
36725,21,4.9,23.416666666666668,0,2,0,0,23,7,-27470880.0,0,0,5,1
36726,35,4.9,12.75,5,2,0,0,150,8,-27446400.0,0,0,2,0
36727,32,4.8,19.583333333333332,4,3,0,0,130,9,-27416160.0,0,0,2,0
36729,21,4.8,22.666666666666668,3,2,0,0,120,0,-27457920.0,0,0,3,0
36730,34,4.6,21.333333333333332,0,2,0,0,140,5,-27459360.0,0,0,4,0
36731,33,4.2,11.333333333333334,1,3,1,0,165,7,-27457920.0,0,0,3,0
36732,36,4.9,19.166666666666668,0,1,1,0,120,3,-27463680.0,0,0,0,0
36733,34,5.0,19.5,3,2,1,0,240,12,-27447840.0,0,0,3,0
36734,37,3.5,19.583333333333332,2,3,0,0,200,14,-27436320.0,0,0,2,0
36735,24,4.8,21.25,5,2,1,0,130,14,-27450720.0,0,0,5,1
36736,25,4.5,20.333333333333332,3,1,0,3,80,9,-27416160.0,0,0,2,0
36737,33,4.6,10.833333333333334,5,2,0,3,115,0,-27482400.0,0,0,6,1
36738,35,4.8,8.583333333333334,3,1,0,0,85,12,-27468000.0,0,0,3,0
36740,27,4.5,9.0,2,1,0,0,70,7,-27460800.0,0,0,5,1
36741,30,4.8,9.75,3,1,2,0,26,6,-27452160.0,0,0,6,1
36742,27,5.0,21.666666666666668,3,1,0,1,140,10,-27447840.0,0,0,3,0
36743,31,5.0,19.0,2,2,2,0,90,8,-27486720.0,0,0,2,0
36744,39,4.6,15.5,1,2,0,3,165,9,-27437760.0,0,0,3,0
36745,28,4.9,21.166666666666668,2,2,0,0,165,9,-27443520.0,0,0,0,0
36746,34,4.9,18.416666666666668,4,1,1,0,125,3,-27434880.0,0,0,1,0
36747,24,4.3,9.166666666666666,3,2,0,0,130,2,-27446400.0,0,0,2,0
36748,29,4.8,23.5,2,2,0,0,100,15,-27478080.0,0,0,3,0
36749,23,4.7,11.333333333333334,1,2,0,0,165,7,-27417600.0,0,0,3,0
36751,23,4.7,22.583333333333332,1,2,1,3,110,15,-27485280.0,0,0,1,0
36752,35,4.4,18.333333333333332,4,0,0,0,215,12,-27472320.0,0,0,6,1
36753,33,4.1,9.666666666666666,5,1,0,0,115,12,-27476640.0,0,0,2,0
36754,30,4.9,23.166666666666668,0,0,1,0,95,10,-27476640.0,0,0,2,0
36755,37,4.6,18.25,4,2,2,0,75,4,-27468000.0,0,0,3,0
36756,37,4.7,18.833333333333332,2,2,0,0,140,12,-27411840.0,0,0,6,1
36757,28,4.2,20.0,0,1,0,0,165,12,-27480960.0,0,0,5,1
36758,31,4.1,21.75,2,3,1,0,215,12,-27453600.0,0,0,0,0
36759,39,4.6,17.166666666666668,5,2,0,0,110,8,-27456480.0,0,0,2,0
36760,39,4.7,20.0,4,0,1,0,135,13,-27450720.0,0,0,5,1
36761,29,4.6,21.166666666666668,5,1,1,3,55,14,-27480960.0,0,0,5,1
36762,26,4.8,12.75,1,1,0,0,150,14,-27411840.0,0,0,6,1
36763,38,4.1,18.166666666666668,0,3,0,0,180,0,-27436320.0,0,0,2,0
36764,26,3.8,13.25,0,1,0,0,205,8,-27457920.0,0,0,3,0
36765,32,4.2,20.75,0,3,0,0,245,3,-27419040.0,0,0,4,0
36766,25,5.0,8.416666666666666,0,3,0,3,80,4,-27482400.0,0,0,6,1
36768,35,4.9,8.166666666666666,5,2,0,0,65,9,-27414720.0,0,0,1,0
36769,26,4.7,23.666666666666668,2,1,0,0,95,10,-27414720.0,0,0,1,0
36770,24,4.5,17.916666666666668,0,1,0,0,215,2,-27472320.0,0,0,6,1
36771,21,4.8,23.833333333333332,3,2,0,1,85,9,-27439200.0,0,0,4,0
36772,22,4.2,8.25,1,1,0,0,140,14,-27470880.0,0,0,5,1
36773,33,4.9,14.75,3,1,0,0,135,14,-27482400.0,0,0,6,1
36774,35,4.5,8.833333333333334,5,2,0,3,145,1,-27473760.0,0,0,0,0
36775,20,4.9,12.25,4,1,0,3,120,9,-27463680.0,0,0,0,0
36776,31,4.2,18.5,5,2,1,1,190,3,-27472320.0,0,0,6,1
36777,25,4.7,18.25,0,2,0,0,55,15,-27456480.0,0,0,2,0
36778,37,4.4,18.333333333333332,3,2,0,3,160,8,-27452160.0,0,0,6,1
36780,30,4.5,8.583333333333334,3,0,1,0,115,0,-27434880.0,0,0,1,0
36781,26,4.9,20.583333333333332,2,1,0,3,75,4,-27419040.0,0,0,4,0
36782,38,4.9,14.5,4,1,1,3,175,13,-27476640.0,0,0,2,0
36783,32,4.6,20.0,3,2,1,0,125,1,-27446400.0,0,0,2,0
36784,29,2.9,22.5,5,3,1,0,190,0,-27475200.0,0,0,1,0
36785,30,4.8,19.75,5,1,0,0,130,5,-27413280.0,0,0,0,0
36786,34,3.7,17.75,0,1,0,0,190,5,-27480960.0,0,0,5,1
36787,38,3.7,21.833333333333332,0,1,1,0,170,6,-27459360.0,0,0,4,0
36788,31,4.9,21.75,2,2,1,0,85,12,-27452160.0,0,0,6,1
36790,24,4.7,9.166666666666666,5,0,1,0,85,12,-27449280.0,0,0,4,0
36791,37,3.6,21.25,3,2,0,0,165,5,-27462240.0,0,0,6,1
36792,37,4.1,12.583333333333334,3,0,0,0,205,14,-27452160.0,0,0,6,1
36793,38,4.1,10.416666666666666,5,1,1,0,135,0,-27455040.0,0,0,1,0
36794,38,4.9,8.583333333333334,1,1,0,0,130,2,-27473760.0,0,0,0,0
36795,37,5.0,23.5,4,2,0,3,23,1,-27483840.0,0,0,0,0
36796,37,5.0,23.916666666666668,0,1,0,0,75,3,-27447840.0,0,0,3,0
36797,31,4.4,8.5,1,2,0,0,135,15,-27455040.0,0,0,1,0
36798,29,4.5,22.166666666666668,4,2,2,3,115,14,-27419040.0,0,0,4,0
36799,26,4.2,22.0,0,1,0,0,200,4,-27469440.0,0,0,4,0
36800,31,4.8,17.583333333333332,5,2,1,1,135,8,-27468000.0,0,0,3,0
36801,29,4.7,14.916666666666666,1,2,2,0,135,12,-27455040.0,0,0,1,0
36802,23,4.7,22.75,3,0,0,0,100,14,-27436320.0,0,0,2,0
36803,31,4.6,10.75,1,2,0,3,140,15,-27443520.0,0,0,0,0
36804,23,4.8,19.666666666666668,2,3,0,0,110,4,-27466560.0,0,0,2,0
36805,36,4.7,21.833333333333332,5,1,0,0,225,12,-27478080.0,0,0,3,0
36806,25,4.8,17.25,3,3,1,3,130,1,-27439200.0,0,0,4,0
36807,21,4.7,19.166666666666668,1,1,1,0,205,15,-27486720.0,0,0,2,0
36808,20,4.6,17.916666666666668,4,1,0,0,115,2,-27410400.0,0,0,5,1
36809,20,4.0,21.916666666666668,0,1,1,3,170,13,-27447840.0,0,0,3,0
36810,31,4.0,17.166666666666668,2,0,1,3,190,14,-27444960.0,0,0,1,0
36811,28,4.5,18.333333333333332,3,2,0,0,75,8,-27469440.0,0,0,4,0
36812,38,4.8,18.833333333333332,5,3,0,3,115,3,-27478080.0,0,0,3,0
36813,38,4.2,11.666666666666666,5,2,0,0,160,4,-27443520.0,0,0,0,0
36816,33,4.9,18.333333333333332,1,3,0,0,150,3,-27463680.0,0,0,0,0
36817,26,4.7,19.0,0,2,1,0,105,3,-27479520.0,0,0,4,0
36818,31,4.2,11.666666666666666,1,2,0,0,165,2,-27417600.0,0,0,3,0
36819,29,5.0,15.666666666666666,2,3,1,0,85,1,-27457920.0,0,0,3,0
36820,21,5.0,23.416666666666668,0,3,0,3,120,1,-27439200.0,0,0,4,0
36821,39,5.0,22.25,4,2,0,3,195,3,-27439200.0,0,0,4,0
36822,33,4.5,18.666666666666668,4,0,0,0,150,9,-27442080.0,0,0,6,1
36823,33,4.6,10.75,2,1,0,0,145,9,-27437760.0,0,0,3,0
36824,28,4.6,11.0,5,2,1,3,50,15,-27455040.0,0,0,1,0
36825,31,5.0,9.0,4,1,0,3,90,2,-27482400.0,0,0,6,1
36826,26,4.3,21.5,3,1,0,3,180,14,-27436320.0,0,0,2,0
36827,32,4.5,21.5,4,2,1,3,140,1,-27457920.0,0,0,3,0
36828,28,4.7,20.833333333333332,5,3,1,0,150,14,-27444960.0,0,0,1,0
36829,27,4.7,15.333333333333334,5,1,0,0,70,12,-27434880.0,0,0,1,0
36830,24,4.1,22.416666666666668,1,1,0,0,125,14,-27485280.0,0,0,1,0
36831,33,4.0,10.75,5,3,1,0,155,6,-27446400.0,0,0,2,0
36832,27,4.9,18.416666666666668,4,3,1,0,165,8,-27410400.0,0,0,5,1
36833,21,5.0,18.916666666666668,1,2,0,0,85,2,-27442080.0,0,0,6,1
36834,29,5.0,20.5,5,2,0,0,190,14,-27436320.0,0,0,2,0
36835,37,4.4,18.75,1,0,2,0,165,12,-27480960.0,0,0,5,1
36836,32,5.0,17.583333333333332,5,2,1,0,185,11,-27436320.0,0,0,2,0
36837,28,4.6,23.666666666666668,5,3,1,0,110,1,-27439200.0,0,0,4,0
36838,26,5.0,22.75,3,1,0,0,115,4,-27450720.0,0,0,5,1
36839,24,4.8,9.916666666666666,1,1,2,0,120,4,-27434880.0,0,0,1,0
36840,34,3.6,21.5,4,3,1,0,200,11,-27447840.0,0,0,3,0
36841,37,4.7,22.916666666666668,3,2,1,3,30,6,-27459360.0,0,0,4,0
36842,29,4.8,16.916666666666668,2,2,0,3,75,6,-27470880.0,0,0,5,1
36844,25,4.6,19.583333333333332,0,1,0,0,100,13,-27483840.0,0,0,0,0
36845,25,4.8,16.166666666666668,0,1,0,0,105,8,-27455040.0,0,0,1,0
36846,27,5.0,20.166666666666668,5,2,2,0,145,13,-27466560.0,0,0,2,0
36849,25,4.7,21.25,2,1,0,0,125,0,-27486720.0,0,0,2,0
36850,24,4.8,11.916666666666666,5,0,0,0,140,7,-27414720.0,0,0,1,0
36852,28,4.9,19.75,2,2,0,0,17,11,-27468000.0,0,0,3,0
36854,28,4.1,20.0,4,1,0,0,165,8,-27442080.0,0,0,6,1
36855,29,4.7,23.333333333333332,4,1,0,0,110,2,-27442080.0,0,0,6,1
36856,38,4.7,23.833333333333332,0,1,1,0,140,1,-27482400.0,0,0,6,1
36858,36,4.2,20.25,3,1,2,0,42,1,-27439200.0,0,0,4,0
36859,21,4.8,20.583333333333332,1,2,0,0,55,13,-27466560.0,0,0,2,0
36860,35,4.1,17.416666666666668,5,3,0,3,210,12,-27483840.0,0,0,0,0
36862,36,5.0,18.583333333333332,1,2,1,0,80,11,-27449280.0,0,0,4,0
36863,39,4.5,10.416666666666666,0,3,2,0,140,15,-27449280.0,0,0,4,0
36864,23,4.6,22.5,5,2,1,0,120,10,-27475200.0,0,0,1,0
36865,25,5.0,19.75,3,1,0,0,155,6,-27462240.0,0,0,6,1
36866,20,4.9,21.0,2,1,0,0,110,11,-27473760.0,0,0,0,0
36867,38,4.7,10.833333333333334,2,3,2,0,145,12,-27463680.0,0,0,0,0
36868,35,4.7,23.916666666666668,5,2,0,0,110,12,-27476640.0,0,0,2,0
36870,34,4.5,18.583333333333332,3,2,2,3,90,5,-27408960.0,0,0,4,0
36872,31,4.5,12.25,0,3,0,0,125,6,-27434880.0,0,0,1,0
36873,22,4.9,20.583333333333332,2,1,0,0,50,11,-27439200.0,0,0,4,0
